a=1, b=0, c=1
a=29433628, b=29425956, c=7672
a=29441301, b=29433628, c=7673
a=29448975, b=29441301, c=7674
a=29456650, b=29448975, c=7675
a=29464326, b=29456650, c=7676
a=29472003, b=29464326, c=7677
a=29479681, b=29472003, c=7678
a=29487360, b=29479681, c=7679
a=29495040, b=29487360, c=7680
a=29502721, b=29495040, c=7681
a=29510403, b=29502721, c=7682
a=29518086, b=29510403, c=7683
a=29525770, b=29518086, c=7684
a=29533455, b=29525770, c=7685
a=29541141, b=29533455, c=7686
a=29548828, b=29541141, c=7687
a=29556516, b=29548828, c=7688
a=29564205, b=29556516, c=7689
a=29571895, b=29564205, c=7690
a=29579586, b=29571895, c=7691
a=29587278, b=29579586, c=7692
a=29594971, b=29587278, c=7693
a=29602665, b=29594971, c=7694
a=29610360, b=29602665, c=7695
a=29618056, b=29610360, c=7696
a=29625753, b=29618056, c=7697
a=29633451, b=29625753, c=7698
a=29641150, b=29633451, c=7699
a=29648850, b=29641150, c=7700
a=29656551, b=29648850, c=7701
a=29664253, b=29656551, c=7702
a=29671956, b=29664253, c=7703
a=29679660, b=29671956, c=7704
a=29687365, b=29679660, c=7705
a=29695071, b=29687365, c=7706
a=29702778, b=29695071, c=7707
a=29710486, b=29702778, c=7708
a=29718195, b=29710486, c=7709
a=29725905, b=29718195, c=7710
a=29733616, b=29725905, c=7711
a=29741328, b=29733616, c=7712
a=29749041, b=29741328, c=7713
a=29756755, b=29749041, c=7714
a=29764470, b=29756755, c=7715
a=29772186, b=29764470, c=7716
a=29779903, b=29772186, c=7717
a=29787621, b=29779903, c=7718
a=29795340, b=29787621, c=7719
a=29803060, b=29795340, c=7720
a=29810781, b=29803060, c=7721
a=29818503, b=29810781, c=7722
a=29826226, b=29818503, c=7723
a=29833950, b=29826226, c=7724
a=29841675, b=29833950, c=7725
a=29849401, b=29841675, c=7726
a=29857128, b=29849401, c=7727
a=29864856, b=29857128, c=7728
a=29872585, b=29864856, c=7729
a=29880315, b=29872585, c=7730
a=29888046, b=29880315, c=7731
a=29895778, b=29888046, c=7732
a=29903511, b=29895778, c=7733
a=29911245, b=29903511, c=7734
a=29918980, b=29911245, c=7735
a=29926716, b=29918980, c=7736
a=29934453, b=29926716, c=7737
a=29942191, b=29934453, c=7738
a=29949930, b=29942191, c=7739
a=29957670, b=29949930, c=7740
a=29965411, b=29957670, c=7741
a=29973153, b=29965411, c=7742
a=29980896, b=29973153, c=7743
a=29988640, b=29980896, c=7744
a=29996385, b=29988640, c=7745
a=30004131, b=29996385, c=7746
a=30011878, b=30004131, c=7747
a=30019626, b=30011878, c=7748
a=30027375, b=30019626, c=7749
a=30035125, b=30027375, c=7750
a=30042876, b=30035125, c=7751
a=30050628, b=30042876, c=7752
a=30058381, b=30050628, c=7753
a=30066135, b=30058381, c=7754
a=30073890, b=30066135, c=7755
a=30081646, b=30073890, c=7756
a=30089403, b=30081646, c=7757
a=30097161, b=30089403, c=7758
a=30104920, b=30097161, c=7759
a=30112680, b=30104920, c=7760
a=30120441, b=30112680, c=7761
a=30128203, b=30120441, c=7762
a=30135966, b=30128203, c=7763
a=30143730, b=30135966, c=7764
a=30151495, b=30143730, c=7765
a=30159261, b=30151495, c=7766
a=30167028, b=30159261, c=7767
a=30174796, b=30167028, c=7768
a=30182565, b=30174796, c=7769
a=30190335, b=30182565, c=7770
a=30198106, b=30190335, c=7771
a=30205878, b=30198106, c=7772
a=30213651, b=30205878, c=7773
a=30221425, b=30213651, c=7774
a=30229200, b=30221425, c=7775
a=30236976, b=30229200, c=7776
a=30244753, b=30236976, c=7777
a=30252531, b=30244753, c=7778
a=30260310, b=30252531, c=7779
a=30268090, b=30260310, c=7780
a=30275871, b=30268090, c=7781
a=30283653, b=30275871, c=7782
a=30291436, b=30283653, c=7783
a=30299220, b=30291436, c=7784
a=30307005, b=30299220, c=7785
a=30314791, b=30307005, c=7786
a=30322578, b=30314791, c=7787
a=30330366, b=30322578, c=7788
a=30338155, b=30330366, c=7789
a=30345945, b=30338155, c=7790
a=30353736, b=30345945, c=7791
a=30361528, b=30353736, c=7792
a=30369321, b=30361528, c=7793
a=30377115, b=30369321, c=7794
a=30384910, b=30377115, c=7795
a=30392706, b=30384910, c=7796
a=30400503, b=30392706, c=7797
a=30408301, b=30400503, c=7798
a=30416100, b=30408301, c=7799
a=30423900, b=30416100, c=7800
a=30431701, b=30423900, c=7801
a=30439503, b=30431701, c=7802
a=30447306, b=30439503, c=7803
a=30455110, b=30447306, c=7804
a=30462915, b=30455110, c=7805
a=30470721, b=30462915, c=7806
a=30478528, b=30470721, c=7807
a=30486336, b=30478528, c=7808
a=30494145, b=30486336, c=7809
a=30501955, b=30494145, c=7810
a=30509766, b=30501955, c=7811
a=30517578, b=30509766, c=7812
a=30525391, b=30517578, c=7813
a=30533205, b=30525391, c=7814
a=30541020, b=30533205, c=7815
a=30548836, b=30541020, c=7816
a=30556653, b=30548836, c=7817
a=30564471, b=30556653, c=7818
a=30572290, b=30564471, c=7819
a=30580110, b=30572290, c=7820
a=30587931, b=30580110, c=7821
a=30595753, b=30587931, c=7822
a=30603576, b=30595753, c=7823
a=30611400, b=30603576, c=7824
a=30619225, b=30611400, c=7825
a=30627051, b=30619225, c=7826
a=30634878, b=30627051, c=7827
a=30642706, b=30634878, c=7828
a=30650535, b=30642706, c=7829
a=30658365, b=30650535, c=7830
a=30666196, b=30658365, c=7831
a=30674028, b=30666196, c=7832
a=30681861, b=30674028, c=7833
a=30689695, b=30681861, c=7834
a=30697530, b=30689695, c=7835
a=30705366, b=30697530, c=7836
a=30713203, b=30705366, c=7837
a=30721041, b=30713203, c=7838
a=30728880, b=30721041, c=7839
a=30736720, b=30728880, c=7840
a=30744561, b=30736720, c=7841
a=30752403, b=30744561, c=7842
a=30760246, b=30752403, c=7843
a=30768090, b=30760246, c=7844
a=30775935, b=30768090, c=7845
a=30783781, b=30775935, c=7846
a=30791628, b=30783781, c=7847
a=30799476, b=30791628, c=7848
a=30807325, b=30799476, c=7849
a=30815175, b=30807325, c=7850
a=30823026, b=30815175, c=7851
a=30830878, b=30823026, c=7852
a=30838731, b=30830878, c=7853
a=30846585, b=30838731, c=7854
a=30854440, b=30846585, c=7855
a=30862296, b=30854440, c=7856
a=30870153, b=30862296, c=7857
a=30878011, b=30870153, c=7858
a=30885870, b=30878011, c=7859
a=30893730, b=30885870, c=7860
a=30901591, b=30893730, c=7861
a=30909453, b=30901591, c=7862
a=30917316, b=30909453, c=7863
a=30925180, b=30917316, c=7864
a=30933045, b=30925180, c=7865
a=30940911, b=30933045, c=7866
a=30948778, b=30940911, c=7867
a=30956646, b=30948778, c=7868
a=30964515, b=30956646, c=7869
a=30972385, b=30964515, c=7870
a=30980256, b=30972385, c=7871
a=30988128, b=30980256, c=7872
a=30996001, b=30988128, c=7873
a=31003875, b=30996001, c=7874
a=31011750, b=31003875, c=7875
a=31019626, b=31011750, c=7876
a=31027503, b=31019626, c=7877
a=31035381, b=31027503, c=7878
a=31043260, b=31035381, c=7879
a=31051140, b=31043260, c=7880
a=31059021, b=31051140, c=7881
a=31066903, b=31059021, c=7882
a=31074786, b=31066903, c=7883
a=31082670, b=31074786, c=7884
a=31090555, b=31082670, c=7885
a=31098441, b=31090555, c=7886
a=31106328, b=31098441, c=7887
a=31114216, b=31106328, c=7888
a=31122105, b=31114216, c=7889
a=31129995, b=31122105, c=7890
a=31137886, b=31129995, c=7891
a=31145778, b=31137886, c=7892
a=31153671, b=31145778, c=7893
a=31161565, b=31153671, c=7894
a=31169460, b=31161565, c=7895
a=31177356, b=31169460, c=7896
a=31185253, b=31177356, c=7897
a=31193151, b=31185253, c=7898
a=31201050, b=31193151, c=7899
a=31208950, b=31201050, c=7900
a=31216851, b=31208950, c=7901
a=31224753, b=31216851, c=7902
a=31232656, b=31224753, c=7903
a=31240560, b=31232656, c=7904
a=31248465, b=31240560, c=7905
a=31256371, b=31248465, c=7906
a=31264278, b=31256371, c=7907
a=31272186, b=31264278, c=7908
a=31280095, b=31272186, c=7909
a=31288005, b=31280095, c=7910
a=31295916, b=31288005, c=7911
a=31303828, b=31295916, c=7912
a=31311741, b=31303828, c=7913
a=31319655, b=31311741, c=7914
a=31327570, b=31319655, c=7915
a=31335486, b=31327570, c=7916
a=31343403, b=31335486, c=7917
a=31351321, b=31343403, c=7918
a=31359240, b=31351321, c=7919
a=31367160, b=31359240, c=7920
a=31375081, b=31367160, c=7921
a=31383003, b=31375081, c=7922
a=31390926, b=31383003, c=7923
a=31398850, b=31390926, c=7924
a=31406775, b=31398850, c=7925
a=31414701, b=31406775, c=7926
a=31422628, b=31414701, c=7927
a=31430556, b=31422628, c=7928
a=31438485, b=31430556, c=7929
a=31446415, b=31438485, c=7930
a=31454346, b=31446415, c=7931
a=31462278, b=31454346, c=7932
a=31470211, b=31462278, c=7933
a=31478145, b=31470211, c=7934
a=31486080, b=31478145, c=7935
a=31494016, b=31486080, c=7936
a=31501953, b=31494016, c=7937
a=31509891, b=31501953, c=7938
a=31517830, b=31509891, c=7939
a=31525770, b=31517830, c=7940
a=31533711, b=31525770, c=7941
a=31541653, b=31533711, c=7942
a=31549596, b=31541653, c=7943
a=31557540, b=31549596, c=7944
a=31565485, b=31557540, c=7945
a=31573431, b=31565485, c=7946
a=31581378, b=31573431, c=7947
a=31589326, b=31581378, c=7948
a=31597275, b=31589326, c=7949
a=31605225, b=31597275, c=7950
a=31613176, b=31605225, c=7951
a=31621128, b=31613176, c=7952
a=31629081, b=31621128, c=7953
a=31637035, b=31629081, c=7954
a=31644990, b=31637035, c=7955
a=31652946, b=31644990, c=7956
a=31660903, b=31652946, c=7957
a=31668861, b=31660903, c=7958
a=31676820, b=31668861, c=7959
a=31684780, b=31676820, c=7960
a=31692741, b=31684780, c=7961
a=31700703, b=31692741, c=7962
a=31708666, b=31700703, c=7963
a=31716630, b=31708666, c=7964
a=31724595, b=31716630, c=7965
a=31732561, b=31724595, c=7966
a=31740528, b=31732561, c=7967
a=31748496, b=31740528, c=7968
a=31756465, b=31748496, c=7969
a=31764435, b=31756465, c=7970
a=31772406, b=31764435, c=7971
a=31780378, b=31772406, c=7972
a=31788351, b=31780378, c=7973
a=31796325, b=31788351, c=7974
a=31804300, b=31796325, c=7975
a=31812276, b=31804300, c=7976
a=31820253, b=31812276, c=7977
a=31828231, b=31820253, c=7978
a=31836210, b=31828231, c=7979
a=31844190, b=31836210, c=7980
a=31852171, b=31844190, c=7981
a=31860153, b=31852171, c=7982
a=31868136, b=31860153, c=7983
a=31876120, b=31868136, c=7984
a=31884105, b=31876120, c=7985
a=31892091, b=31884105, c=7986
a=31900078, b=31892091, c=7987
a=31908066, b=31900078, c=7988
a=31916055, b=31908066, c=7989
a=31924045, b=31916055, c=7990
a=31932036, b=31924045, c=7991
a=31940028, b=31932036, c=7992
a=31948021, b=31940028, c=7993
a=31956015, b=31948021, c=7994
a=31964010, b=31956015, c=7995
a=31972006, b=31964010, c=7996
a=31980003, b=31972006, c=7997
a=31988001, b=31980003, c=7998
a=31996000, b=31988001, c=7999
a=32004000, b=31996000, c=8000
a=32012001, b=32004000, c=8001
a=32020003, b=32012001, c=8002
a=32028006, b=32020003, c=8003
a=32036010, b=32028006, c=8004
a=32044015, b=32036010, c=8005
a=32052021, b=32044015, c=8006
a=32060028, b=32052021, c=8007
a=32068036, b=32060028, c=8008
a=32076045, b=32068036, c=8009
a=32084055, b=32076045, c=8010
a=32092066, b=32084055, c=8011
a=32100078, b=32092066, c=8012
a=32108091, b=32100078, c=8013
a=32116105, b=32108091, c=8014
a=32124120, b=32116105, c=8015
a=32132136, b=32124120, c=8016
a=32140153, b=32132136, c=8017
a=32148171, b=32140153, c=8018
a=32156190, b=32148171, c=8019
a=32164210, b=32156190, c=8020
a=32172231, b=32164210, c=8021
a=32180253, b=32172231, c=8022
a=32188276, b=32180253, c=8023
a=32196300, b=32188276, c=8024
a=32204325, b=32196300, c=8025
a=32212351, b=32204325, c=8026
a=32220378, b=32212351, c=8027
a=32228406, b=32220378, c=8028
a=32236435, b=32228406, c=8029
a=32244465, b=32236435, c=8030
a=32252496, b=32244465, c=8031
a=32260528, b=32252496, c=8032
a=32268561, b=32260528, c=8033
a=32276595, b=32268561, c=8034
a=32284630, b=32276595, c=8035
a=32292666, b=32284630, c=8036
a=32300703, b=32292666, c=8037
a=32308741, b=32300703, c=8038
a=32316780, b=32308741, c=8039
a=32324820, b=32316780, c=8040
a=32332861, b=32324820, c=8041
a=32340903, b=32332861, c=8042
a=32348946, b=32340903, c=8043
a=32356990, b=32348946, c=8044
a=32365035, b=32356990, c=8045
a=32373081, b=32365035, c=8046
a=32381128, b=32373081, c=8047
a=32389176, b=32381128, c=8048
a=32397225, b=32389176, c=8049
a=32405275, b=32397225, c=8050
a=32413326, b=32405275, c=8051
a=32421378, b=32413326, c=8052
a=32429431, b=32421378, c=8053
a=32437485, b=32429431, c=8054
a=32445540, b=32437485, c=8055
a=32453596, b=32445540, c=8056
a=32461653, b=32453596, c=8057
a=32469711, b=32461653, c=8058
a=32477770, b=32469711, c=8059
a=32485830, b=32477770, c=8060
a=32493891, b=32485830, c=8061
a=32501953, b=32493891, c=8062
a=32510016, b=32501953, c=8063
a=32518080, b=32510016, c=8064
a=32526145, b=32518080, c=8065
a=32534211, b=32526145, c=8066
a=32542278, b=32534211, c=8067
a=32550346, b=32542278, c=8068
a=32558415, b=32550346, c=8069
a=32566485, b=32558415, c=8070
a=32574556, b=32566485, c=8071
a=32582628, b=32574556, c=8072
a=32590701, b=32582628, c=8073
a=32598775, b=32590701, c=8074
a=32606850, b=32598775, c=8075
a=32614926, b=32606850, c=8076
a=32623003, b=32614926, c=8077
a=32631081, b=32623003, c=8078
a=32639160, b=32631081, c=8079
a=32647240, b=32639160, c=8080
a=32655321, b=32647240, c=8081
a=32663403, b=32655321, c=8082
a=32671486, b=32663403, c=8083
a=32679570, b=32671486, c=8084
a=32687655, b=32679570, c=8085
a=32695741, b=32687655, c=8086
a=32703828, b=32695741, c=8087
a=32711916, b=32703828, c=8088
a=32720005, b=32711916, c=8089
a=32728095, b=32720005, c=8090
a=32736186, b=32728095, c=8091
a=32744278, b=32736186, c=8092
a=32752371, b=32744278, c=8093
a=32760465, b=32752371, c=8094
a=32768560, b=32760465, c=8095
a=32776656, b=32768560, c=8096
a=32784753, b=32776656, c=8097
a=32792851, b=32784753, c=8098
a=32800950, b=32792851, c=8099
a=32809050, b=32800950, c=8100
a=32817151, b=32809050, c=8101
a=32825253, b=32817151, c=8102
a=32833356, b=32825253, c=8103
a=32841460, b=32833356, c=8104
a=32849565, b=32841460, c=8105
a=32857671, b=32849565, c=8106
a=32865778, b=32857671, c=8107
a=32873886, b=32865778, c=8108
a=32881995, b=32873886, c=8109
a=32890105, b=32881995, c=8110
a=32898216, b=32890105, c=8111
a=32906328, b=32898216, c=8112
a=32914441, b=32906328, c=8113
a=32922555, b=32914441, c=8114
a=32930670, b=32922555, c=8115
a=32938786, b=32930670, c=8116
a=32946903, b=32938786, c=8117
a=32955021, b=32946903, c=8118
a=32963140, b=32955021, c=8119
a=32971260, b=32963140, c=8120
a=32979381, b=32971260, c=8121
a=32987503, b=32979381, c=8122
a=32995626, b=32987503, c=8123
a=33003750, b=32995626, c=8124
a=33011875, b=33003750, c=8125
a=33020001, b=33011875, c=8126
a=33028128, b=33020001, c=8127
a=33036256, b=33028128, c=8128
a=33044385, b=33036256, c=8129
a=33052515, b=33044385, c=8130
a=33060646, b=33052515, c=8131
a=33068778, b=33060646, c=8132
a=33076911, b=33068778, c=8133
a=33085045, b=33076911, c=8134
a=33093180, b=33085045, c=8135
a=33101316, b=33093180, c=8136
a=33109453, b=33101316, c=8137
a=33117591, b=33109453, c=8138
a=33125730, b=33117591, c=8139
a=33133870, b=33125730, c=8140
a=33142011, b=33133870, c=8141
a=33150153, b=33142011, c=8142
a=33158296, b=33150153, c=8143
a=33166440, b=33158296, c=8144
a=33174585, b=33166440, c=8145
a=33182731, b=33174585, c=8146
a=33190878, b=33182731, c=8147
a=33199026, b=33190878, c=8148
a=33207175, b=33199026, c=8149
a=33215325, b=33207175, c=8150
a=33223476, b=33215325, c=8151
a=33231628, b=33223476, c=8152
a=33239781, b=33231628, c=8153
a=33247935, b=33239781, c=8154
a=33256090, b=33247935, c=8155
a=33264246, b=33256090, c=8156
a=33272403, b=33264246, c=8157
a=33280561, b=33272403, c=8158
a=33288720, b=33280561, c=8159
a=33296880, b=33288720, c=8160
a=33305041, b=33296880, c=8161
a=33313203, b=33305041, c=8162
a=33321366, b=33313203, c=8163
a=33329530, b=33321366, c=8164
a=33337695, b=33329530, c=8165
a=33345861, b=33337695, c=8166
a=33354028, b=33345861, c=8167
a=33362196, b=33354028, c=8168
a=33370365, b=33362196, c=8169
a=33378535, b=33370365, c=8170
a=33386706, b=33378535, c=8171
a=33394878, b=33386706, c=8172
a=33403051, b=33394878, c=8173
a=33411225, b=33403051, c=8174
a=33419400, b=33411225, c=8175
a=33427576, b=33419400, c=8176
a=33435753, b=33427576, c=8177
a=33443931, b=33435753, c=8178
a=33452110, b=33443931, c=8179
a=33460290, b=33452110, c=8180
a=33468471, b=33460290, c=8181
a=33476653, b=33468471, c=8182
a=33484836, b=33476653, c=8183
a=33493020, b=33484836, c=8184
a=33501205, b=33493020, c=8185
a=33509391, b=33501205, c=8186
a=33517578, b=33509391, c=8187
a=33525766, b=33517578, c=8188
a=33533955, b=33525766, c=8189
a=33542145, b=33533955, c=8190
a=33550336, b=33542145, c=8191
a=33558528, b=33550336, c=8192
a=33566721, b=33558528, c=8193
a=33574915, b=33566721, c=8194
a=33583110, b=33574915, c=8195
a=33591306, b=33583110, c=8196
a=33599503, b=33591306, c=8197
a=33607701, b=33599503, c=8198
a=33615900, b=33607701, c=8199
a=33624100, b=33615900, c=8200
a=33632301, b=33624100, c=8201
a=33640503, b=33632301, c=8202
a=33648706, b=33640503, c=8203
a=33656910, b=33648706, c=8204
a=33665115, b=33656910, c=8205
a=33673321, b=33665115, c=8206
a=33681528, b=33673321, c=8207
a=33689736, b=33681528, c=8208
a=33697945, b=33689736, c=8209
a=33706155, b=33697945, c=8210
a=33714366, b=33706155, c=8211
a=33722578, b=33714366, c=8212
a=33730791, b=33722578, c=8213
a=33739005, b=33730791, c=8214
a=33747220, b=33739005, c=8215
a=33755436, b=33747220, c=8216
a=33763653, b=33755436, c=8217
a=33771871, b=33763653, c=8218
a=33780090, b=33771871, c=8219
a=33788310, b=33780090, c=8220
a=33796531, b=33788310, c=8221
a=33804753, b=33796531, c=8222
a=33812976, b=33804753, c=8223
a=33821200, b=33812976, c=8224
a=33829425, b=33821200, c=8225
a=33837651, b=33829425, c=8226
a=33845878, b=33837651, c=8227
a=33854106, b=33845878, c=8228
a=33862335, b=33854106, c=8229
a=33870565, b=33862335, c=8230
a=33878796, b=33870565, c=8231
a=33887028, b=33878796, c=8232
a=33895261, b=33887028, c=8233
a=33903495, b=33895261, c=8234
a=33911730, b=33903495, c=8235
a=33919966, b=33911730, c=8236
a=33928203, b=33919966, c=8237
a=33936441, b=33928203, c=8238
a=33944680, b=33936441, c=8239
a=33952920, b=33944680, c=8240
a=33961161, b=33952920, c=8241
a=33969403, b=33961161, c=8242
a=33977646, b=33969403, c=8243
a=33985890, b=33977646, c=8244
a=33994135, b=33985890, c=8245
a=34002381, b=33994135, c=8246
a=34010628, b=34002381, c=8247
a=34018876, b=34010628, c=8248
a=34027125, b=34018876, c=8249
a=34035375, b=34027125, c=8250
a=34043626, b=34035375, c=8251
a=34051878, b=34043626, c=8252
a=34060131, b=34051878, c=8253
a=34068385, b=34060131, c=8254
a=34076640, b=34068385, c=8255
a=34084896, b=34076640, c=8256
a=34093153, b=34084896, c=8257
a=34101411, b=34093153, c=8258
a=34109670, b=34101411, c=8259
a=34117930, b=34109670, c=8260
a=34126191, b=34117930, c=8261
a=34134453, b=34126191, c=8262
a=34142716, b=34134453, c=8263
a=34150980, b=34142716, c=8264
a=34159245, b=34150980, c=8265
a=34167511, b=34159245, c=8266
a=34175778, b=34167511, c=8267
a=34184046, b=34175778, c=8268
a=34192315, b=34184046, c=8269
a=34200585, b=34192315, c=8270
a=34208856, b=34200585, c=8271
a=34217128, b=34208856, c=8272
a=34225401, b=34217128, c=8273
a=34233675, b=34225401, c=8274
a=34241950, b=34233675, c=8275
a=34250226, b=34241950, c=8276
a=34258503, b=34250226, c=8277
a=34266781, b=34258503, c=8278
a=34275060, b=34266781, c=8279
a=34283340, b=34275060, c=8280
a=34291621, b=34283340, c=8281
a=34299903, b=34291621, c=8282
a=34308186, b=34299903, c=8283
a=34316470, b=34308186, c=8284
a=34324755, b=34316470, c=8285
a=34333041, b=34324755, c=8286
a=34341328, b=34333041, c=8287
a=34349616, b=34341328, c=8288
a=34357905, b=34349616, c=8289
a=34366195, b=34357905, c=8290
a=34374486, b=34366195, c=8291
a=34382778, b=34374486, c=8292
a=34391071, b=34382778, c=8293
a=34399365, b=34391071, c=8294
a=34407660, b=34399365, c=8295
a=34415956, b=34407660, c=8296
a=34424253, b=34415956, c=8297
a=34432551, b=34424253, c=8298
a=34440850, b=34432551, c=8299
a=34449150, b=34440850, c=8300
a=34457451, b=34449150, c=8301
a=34465753, b=34457451, c=8302
a=34474056, b=34465753, c=8303
a=34482360, b=34474056, c=8304
a=34490665, b=34482360, c=8305
a=34498971, b=34490665, c=8306
a=34507278, b=34498971, c=8307
a=34515586, b=34507278, c=8308
a=34523895, b=34515586, c=8309
a=34532205, b=34523895, c=8310
a=34540516, b=34532205, c=8311
a=34548828, b=34540516, c=8312
a=34557141, b=34548828, c=8313
a=34565455, b=34557141, c=8314
a=34573770, b=34565455, c=8315
a=34582086, b=34573770, c=8316
a=34590403, b=34582086, c=8317
a=34598721, b=34590403, c=8318
a=34607040, b=34598721, c=8319
a=34615360, b=34607040, c=8320
a=34623681, b=34615360, c=8321
a=34632003, b=34623681, c=8322
a=34640326, b=34632003, c=8323
a=34648650, b=34640326, c=8324
a=34656975, b=34648650, c=8325
a=34665301, b=34656975, c=8326
a=34673628, b=34665301, c=8327
a=34681956, b=34673628, c=8328
a=34690285, b=34681956, c=8329
a=34698615, b=34690285, c=8330
a=34706946, b=34698615, c=8331
a=34715278, b=34706946, c=8332
a=34723611, b=34715278, c=8333
a=34731945, b=34723611, c=8334
a=34740280, b=34731945, c=8335
a=34748616, b=34740280, c=8336
a=34756953, b=34748616, c=8337
a=34765291, b=34756953, c=8338
a=34773630, b=34765291, c=8339
a=34781970, b=34773630, c=8340
a=34790311, b=34781970, c=8341
a=34798653, b=34790311, c=8342
a=34806996, b=34798653, c=8343
a=34815340, b=34806996, c=8344
a=34823685, b=34815340, c=8345
a=34832031, b=34823685, c=8346
a=34840378, b=34832031, c=8347
a=34848726, b=34840378, c=8348
a=34857075, b=34848726, c=8349
a=34865425, b=34857075, c=8350
a=34873776, b=34865425, c=8351
a=34882128, b=34873776, c=8352
a=34890481, b=34882128, c=8353
a=34898835, b=34890481, c=8354
a=34907190, b=34898835, c=8355
a=34915546, b=34907190, c=8356
a=34923903, b=34915546, c=8357
a=34932261, b=34923903, c=8358
a=34940620, b=34932261, c=8359
a=34948980, b=34940620, c=8360
a=34957341, b=34948980, c=8361
a=34965703, b=34957341, c=8362
a=34974066, b=34965703, c=8363
a=34982430, b=34974066, c=8364
a=34990795, b=34982430, c=8365
a=34999161, b=34990795, c=8366
a=35007528, b=34999161, c=8367
a=35015896, b=35007528, c=8368
a=35024265, b=35015896, c=8369
a=35032635, b=35024265, c=8370
a=35041006, b=35032635, c=8371
a=35049378, b=35041006, c=8372
a=35057751, b=35049378, c=8373
a=35066125, b=35057751, c=8374
a=35074500, b=35066125, c=8375
a=35082876, b=35074500, c=8376
a=35091253, b=35082876, c=8377
a=35099631, b=35091253, c=8378
a=35108010, b=35099631, c=8379
a=35116390, b=35108010, c=8380
a=35124771, b=35116390, c=8381
a=35133153, b=35124771, c=8382
a=35141536, b=35133153, c=8383
a=35149920, b=35141536, c=8384
a=35158305, b=35149920, c=8385
a=35166691, b=35158305, c=8386
a=35175078, b=35166691, c=8387
a=35183466, b=35175078, c=8388
a=35191855, b=35183466, c=8389
a=35200245, b=35191855, c=8390
a=35208636, b=35200245, c=8391
a=35217028, b=35208636, c=8392
a=35225421, b=35217028, c=8393
a=35233815, b=35225421, c=8394
a=35242210, b=35233815, c=8395
a=35250606, b=35242210, c=8396
a=35259003, b=35250606, c=8397
a=35267401, b=35259003, c=8398
a=35275800, b=35267401, c=8399
a=35284200, b=35275800, c=8400
a=35292601, b=35284200, c=8401
a=35301003, b=35292601, c=8402
a=35309406, b=35301003, c=8403
a=35317810, b=35309406, c=8404
a=35326215, b=35317810, c=8405
a=35334621, b=35326215, c=8406
a=35343028, b=35334621, c=8407
a=35351436, b=35343028, c=8408
a=35359845, b=35351436, c=8409
a=35368255, b=35359845, c=8410
a=35376666, b=35368255, c=8411
a=35385078, b=35376666, c=8412
a=35393491, b=35385078, c=8413
a=35401905, b=35393491, c=8414
a=35410320, b=35401905, c=8415
a=35418736, b=35410320, c=8416
a=35427153, b=35418736, c=8417
a=35435571, b=35427153, c=8418
a=35443990, b=35435571, c=8419
a=35452410, b=35443990, c=8420
a=35460831, b=35452410, c=8421
a=35469253, b=35460831, c=8422
a=35477676, b=35469253, c=8423
a=35486100, b=35477676, c=8424
a=35494525, b=35486100, c=8425
a=35502951, b=35494525, c=8426
a=35511378, b=35502951, c=8427
a=35519806, b=35511378, c=8428
a=35528235, b=35519806, c=8429
a=35536665, b=35528235, c=8430
a=35545096, b=35536665, c=8431
a=35553528, b=35545096, c=8432
a=35561961, b=35553528, c=8433
a=35570395, b=35561961, c=8434
a=35578830, b=35570395, c=8435
a=35587266, b=35578830, c=8436
a=35595703, b=35587266, c=8437
a=35604141, b=35595703, c=8438
a=35612580, b=35604141, c=8439
a=35621020, b=35612580, c=8440
a=35629461, b=35621020, c=8441
a=35637903, b=35629461, c=8442
a=35646346, b=35637903, c=8443
a=35654790, b=35646346, c=8444
a=35663235, b=35654790, c=8445
a=35671681, b=35663235, c=8446
a=35680128, b=35671681, c=8447
a=35688576, b=35680128, c=8448
a=35697025, b=35688576, c=8449
a=35705475, b=35697025, c=8450
a=35713926, b=35705475, c=8451
a=35722378, b=35713926, c=8452
a=35730831, b=35722378, c=8453
a=35739285, b=35730831, c=8454
a=35747740, b=35739285, c=8455
a=35756196, b=35747740, c=8456
a=35764653, b=35756196, c=8457
a=35773111, b=35764653, c=8458
a=35781570, b=35773111, c=8459
a=35790030, b=35781570, c=8460
a=35798491, b=35790030, c=8461
a=35806953, b=35798491, c=8462
a=35815416, b=35806953, c=8463
a=35823880, b=35815416, c=8464
a=35832345, b=35823880, c=8465
a=35840811, b=35832345, c=8466
a=35849278, b=35840811, c=8467
a=35857746, b=35849278, c=8468
a=35866215, b=35857746, c=8469
a=35874685, b=35866215, c=8470
a=35883156, b=35874685, c=8471
a=35891628, b=35883156, c=8472
a=35900101, b=35891628, c=8473
a=35908575, b=35900101, c=8474
a=35917050, b=35908575, c=8475
a=35925526, b=35917050, c=8476
a=35934003, b=35925526, c=8477
a=35942481, b=35934003, c=8478
a=35950960, b=35942481, c=8479
a=35959440, b=35950960, c=8480
a=35967921, b=35959440, c=8481
a=35976403, b=35967921, c=8482
a=35984886, b=35976403, c=8483
a=35993370, b=35984886, c=8484
a=36001855, b=35993370, c=8485
a=36010341, b=36001855, c=8486
a=36018828, b=36010341, c=8487
a=36027316, b=36018828, c=8488
a=36035805, b=36027316, c=8489
a=36044295, b=36035805, c=8490
a=36052786, b=36044295, c=8491
a=36061278, b=36052786, c=8492
a=36069771, b=36061278, c=8493
